"100016","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"93834","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"93834","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"93834","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"93847","56","ORAL","Orale"
"93852","56","ORAL","Orale"
"93853","56","ORAL","Orale"
"93870","56","ORAL","Orale"
"93885","56","ORAL","Orale"
"93923","65","SUBCUTANEOUS","Sous-cutanée"
"93928","70","TOPICAL","Topique"
"93929","70","TOPICAL","Topique"
"93930","70","TOPICAL","Topique"
"93965","56","ORAL","Orale"
"94007","56","ORAL","Orale"
"94014","56","ORAL","Orale"
"94015","56","ORAL","Orale"
"94025","56","ORAL","Orale"
"94026","56","ORAL","Orale"
"94032","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"94032","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"94032","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"94084","56","ORAL","Orale"
"94118","56","ORAL","Orale"
"94136","56","ORAL","Orale"
"94137","56","ORAL","Orale"
"94138","56","ORAL","Orale"
"94341","49","INTRAVENOUS","Intraveineuse"
"94498","56","ORAL","Orale"
"94499","56","ORAL","Orale"
"94500","56","ORAL","Orale"
"94517","70","TOPICAL","Topique"
"94537","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"94537","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"94537","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"94543","65","SUBCUTANEOUS","Sous-cutanée"
"94546","65","SUBCUTANEOUS","Sous-cutanée"
"94591","56","ORAL","Orale"
"94592","56","ORAL","Orale"
"94593","56","ORAL","Orale"
"94594","56","ORAL","Orale"
"94595","56","ORAL","Orale"
"94596","56","ORAL","Orale"
"94601","70","TOPICAL","Topique"
"94602","62","RECTAL","Rectale"
"94603","62","RECTAL","Rectale"
"94680","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"94680","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"94680","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"94716","56","ORAL","Orale"
"94719","56","ORAL","Orale"
"94746","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"94751","55","OPHTHALMIC","Ophtalmique"
"94898","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"94911","56","ORAL","Orale"
"94977","56","ORAL","Orale"
"94978","56","ORAL","Orale"
"94979","56","ORAL","Orale"
"94988","49","INTRAVENOUS","Intraveineuse"
"95030","70","TOPICAL","Topique"
"95109","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"95110","65","SUBCUTANEOUS","Sous-cutanée"
"95181","56","ORAL","Orale"
"95182","56","ORAL","Orale"
"9526","22","INTRAMUSCULAR","Intramusculaire"
"9526","49","INTRAVENOUS","Intraveineuse"
"9526","65","SUBCUTANEOUS","Sous-cutanée"
"95309","56","ORAL","Orale"
"95310","56","ORAL","Orale"
"9543","56","ORAL","Orale"
"9551","70","TOPICAL","Topique"
"95521","55","OPHTHALMIC","Ophtalmique"
"9555","69","TEAT-DIP","Bain de trayon"
"95628","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"95628","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"95628","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"95628","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"9564","56","ORAL","Orale"
"95649","56","ORAL","Orale"
"9565","56","ORAL","Orale"
"9566","56","ORAL","Orale"
"95899","49","INTRAVENOUS","Intraveineuse"
"95900","56","ORAL","Orale"
"95954","49","INTRAVENOUS","Intraveineuse"
"95977","22","INTRAMUSCULAR","Intramusculaire"
"95977","49","INTRAVENOUS","Intraveineuse"
"95977","65","SUBCUTANEOUS","Sous-cutanée"
"9613","10","INTRA-ARTICULAR","Intra-articulaire"
"9613","22","INTRAMUSCULAR","Intramusculaire"
"9613","49","INTRAVENOUS","Intraveineuse"
"9616","55","OPHTHALMIC","Ophtalmique"
"9616","57","OTIC","Otique"
"96191","70","TOPICAL","Topique"
"9629","62","RECTAL","Rectale"
"96424","1","BLOCK/INFILTRATION","Bloc/Infiltration"
"96493","56","ORAL","Orale"
"96546","70","TOPICAL","Topique"
"96611","56","ORAL","Orale"
"96612","56","ORAL","Orale"
"96652","56","ORAL","Orale"
"96663","56","ORAL","Orale"
"96666","56","ORAL","Orale"
"96706","70","TOPICAL","Topique"
"96746","56","ORAL","Orale"
"96747","56","ORAL","Orale"
"96748","56","ORAL","Orale"
"96749","56","ORAL","Orale"
"96750","56","ORAL","Orale"
"96751","56","ORAL","Orale"
"96752","56","ORAL","Orale"
"96753","56","ORAL","Orale"
"96813","56","ORAL","Orale"
"96834","56","ORAL","Orale"
"96844","56","ORAL","Orale"
"96845","56","ORAL","Orale"
"96846","56","ORAL","Orale"
"96864","56","ORAL","Orale"
"96885","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"96974","70","TOPICAL","Topique"
"96975","70","TOPICAL","Topique"
"96976","70","TOPICAL","Topique"
"96980","70","TOPICAL","Topique"
"9700","49","INTRAVENOUS","Intraveineuse"
"97005","70","TOPICAL","Topique"
"9706","56","ORAL","Orale"
"97121","56","ORAL","Orale"
"97156","70","TOPICAL","Topique"
"97234","56","ORAL","Orale"
"97235","56","ORAL","Orale"
"97236","56","ORAL","Orale"
"9727","56","ORAL","Orale"
"97278","56","ORAL","Orale"
"97279","56","ORAL","Orale"
"97321","56","ORAL","Orale"
"9740","49","INTRAVENOUS","Intraveineuse"
"97411","70","TOPICAL","Topique"
"97456","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"97456","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"97456","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"97536","56","ORAL","Orale"
"97537","56","ORAL","Orale"
"9764","56","ORAL","Orale"
"9765","56","ORAL","Orale"
"97669","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"97669","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"97669","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"9767","56","ORAL","Orale"
"97679","49","INTRAVENOUS","Intraveineuse"
"97729","70","TOPICAL","Topique"
"97770","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"97770","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"97770","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"97772","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"97772","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"97772","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"97772","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"97772","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"97773","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"97773","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"97773","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"97773","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"97773","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"97796","56","ORAL","Orale"
"97797","56","ORAL","Orale"
"97798","56","ORAL","Orale"
"97799","56","ORAL","Orale"
"9782","56","ORAL","Orale"
"97927","56","ORAL","Orale"
"97929","56","ORAL","Orale"
"98066","56","ORAL","Orale"
"98067","56","ORAL","Orale"
"98075","56","ORAL","Orale"
"9814","56","ORAL","Orale"
"9819","55","OPHTHALMIC","Ophtalmique"
"98432","70","TOPICAL","Topique"
"9854","6","HAEMODIALYSIS","Hémodialyse"
"98727","56","ORAL","Orale"
"98729","56","ORAL","Orale"
"98770","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"98795","70","TOPICAL","Topique"
"98817","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"98817","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"98817","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"98817","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"98817","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"98818","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"98818","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"98818","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"98818","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"9885","70","TOPICAL","Topique"
"98891","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"98891","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"98891","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"98891","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"98891","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"98916","105","TOPICAL (COMMERCIAL)","Topique (Milieu commercial)"
"98973","56","ORAL","Orale"
"98990","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"99115","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99115","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99115","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99115","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99159","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99159","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99159","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99159","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99255","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"99256","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"99259","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99259","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99259","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99259","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99346","56","ORAL","Orale"
"99347","56","ORAL","Orale"
"99348","56","ORAL","Orale"
"9941","29","INHALATION","Inhalation"
"99422","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"99422","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99422","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99422","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99422","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99507","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99507","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"9972","22","INTRAMUSCULAR","Intramusculaire"
"9972","49","INTRAVENOUS","Intraveineuse"
"99754","49","INTRAVENOUS","Intraveineuse"
"99775","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99775","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99775","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99775","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99777","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99777","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99777","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99937","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"99937","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99937","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99937","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99938","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99938","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99938","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99938","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
